Ext_ID,Factors,Severity_Score,LID
EXT-L5115,Weather,11,L5115
EXT-L5116,Normal,9,L5116
EXT-L5117,Normal,11,L5117
EXT-L5118,Weather,11,L5118
EXT-L5119,Normal,13,L5119
EXT-L5120,Weather,10,L5120
EXT-L5121,Weather,13,L5121
EXT-L5122,Weather,10,L5122
EXT-L5123,Normal,13,L5123
EXT-L5124,Normal,25,L5124
EXT-L5125,Normal,13,L5125
EXT-L5126,Normal,2,L5126
EXT-L5127,Normal,2,L5127
EXT-L5128,Normal,9,L5128
EXT-L5129,Normal,2,L5129
EXT-L5130,Normal,16,L5130
EXT-L5131,Weather,9,L5131
EXT-L5132,Weather,7,L5132
EXT-L5133,Weather,10,L5133
EXT-L5134,Weather,14,L5134
EXT-L5135,Normal,13,L5135
EXT-L5136,Weather,10,L5136
EXT-L5137,Weather,10,L5137
EXT-L5138,Weather,10,L5138
EXT-L5139,Normal,9,L5139
EXT-L5140,Weather,10,L5140
EXT-L5141,Normal,12,L5141
EXT-L5142,Weather,10,L5142
EXT-L5143,Weather,15,L5143
EXT-L5144,Weather,9,L5144
EXT-L5145,Normal,16,L5145
EXT-L5146,Weather,11,L5146
EXT-L5147,Weather,15,L5147
EXT-L5148,Weather,13,L5148
EXT-L5149,Normal,11,L5149
EXT-L5150,Normal,4,L5150
EXT-L5151,Normal,13,L5151
EXT-L5152,Normal,15,L5152
EXT-L5153,Weather,8,L5153
EXT-L5154,Weather,14,L5154
EXT-L5155,Weather,14,L5155
EXT-L5156,Weather,9,L5156
EXT-L5157,Weather,10,L5157
EXT-L5158,Weather,14,L5158
EXT-L5159,Weather,14,L5159
EXT-L5160,Normal,7,L5160
EXT-L5161,Weather,7,L5161
EXT-L5162,Weather,9,L5162
EXT-L5163,Weather,10,L5163
EXT-L5164,Weather,11,L5164
EXT-L5165,Weather,14,L5165
EXT-L5166,Weather,11,L5166
EXT-L5167,Weather,8,L5167
EXT-L5168,Weather,10,L5168
EXT-L5169,Weather,12,L5169
EXT-L5170,Weather,11,L5170
EXT-L5171,Weather,11,L5171
EXT-L5172,Normal,6,L5172
EXT-L5173,Normal,7,L5173
EXT-L5174,Weather,12,L5174
EXT-L5175,Weather,11,L5175
EXT-L5176,Normal,11,L5176
EXT-L5177,Normal,18,L5177
EXT-L5178,Weather,12,L5178
EXT-L5179,Weather,7,L5179
EXT-L5180,Weather,8,L5180
EXT-L5181,Normal,6,L5181
EXT-L5182,Weather,10,L5182
EXT-L5183,Weather,11,L5183
EXT-L5184,Normal,6,L5184
EXT-L5185,Normal,5,L5185
EXT-L5186,Normal,12,L5186
EXT-L5187,Normal,8,L5187
EXT-L5188,Weather,16,L5188
EXT-L5189,Weather,8,L5189
EXT-L5190,Weather,9,L5190
EXT-L5191,Weather,19,L5191
EXT-L5192,Weather,11,L5192
EXT-L5193,Normal,10,L5193
EXT-L5194,Weather,6,L5194
EXT-L5195,Normal,3,L5195
EXT-L5196,Normal,12,L5196
EXT-L5197,Normal,2,L5197
EXT-L5198,Weather,25,L5198
EXT-L5199,Weather,10,L5199
EXT-L5200,Normal,10,L5200
EXT-L5201,Weather,13,L5201
EXT-L5202,Normal,9,L5202
EXT-L5203,Normal,18,L5203
EXT-L5204,Normal,16,L5204
EXT-L5205,Weather,9,L5205
EXT-L5206,Weather,16,L5206
EXT-L5207,Weather,15,L5207
EXT-L5208,Normal,1,L5208
EXT-L5209,Normal,6,L5209
EXT-L5210,Normal,8,L5210
EXT-L5211,Weather,11,L5211
EXT-L5212,Normal,9,L5212
EXT-L5213,Normal,8,L5213
EXT-L5214,Normal,10,L5214
EXT-L5215,Weather,12,L5215
EXT-L5216,Normal,9,L5216
EXT-L5217,Normal,11,L5217
EXT-L5218,Normal,7,L5218
EXT-L5219,Normal,10,L5219
EXT-L5220,Normal,11,L5220
EXT-L5221,Normal,9,L5221
EXT-L5222,Normal,8,L5222
EXT-L5223,Normal,9,L5223
EXT-L5224,Normal,11,L5224
EXT-L5225,Weather,9,L5225
EXT-L5226,Normal,17,L5226
EXT-L5227,Normal,7,L5227
EXT-L5228,Weather,10,L5228
EXT-L5229,Normal,9,L5229
EXT-L5230,Normal,10,L5230
EXT-L5231,Weather,8,L5231
EXT-L5232,Weather,7,L5232
EXT-L5233,Normal,12,L5233
EXT-L5234,Weather,10,L5234
EXT-L5235,Weather,12,L5235
EXT-L5236,Weather,9,L5236
EXT-L5237,Normal,10,L5237
EXT-L5238,Weather,15,L5238
EXT-L5239,Normal,13,L5239
EXT-L5240,Normal,12,L5240
EXT-L5241,Normal,6,L5241
EXT-L5242,Normal,9,L5242
EXT-L5243,Normal,6,L5243
EXT-L5244,Weather,10,L5244
EXT-L5245,Normal,6,L5245
EXT-L5246,Normal,17,L5246
EXT-L5247,Normal,11,L5247
EXT-L5248,Normal,11,L5248
EXT-L5249,Normal,16,L5249
EXT-L5250,Normal,7,L5250
EXT-L5251,Weather,11,L5251
EXT-L5252,Normal,1,L5252
EXT-L5253,Normal,22,L5253
EXT-L5254,Weather,10,L5254
EXT-L5255,Weather,12,L5255
EXT-L5256,Weather,11,L5256
EXT-L5257,Weather,10,L5257
EXT-L5258,Normal,13,L5258
EXT-L5259,Weather,11,L5259
EXT-L5260,Normal,10,L5260
EXT-L5261,Weather,7,L5261
EXT-L5262,Normal,8,L5262
EXT-L5263,Normal,12,L5263
EXT-L5264,Normal,13,L5264
EXT-L5265,Normal,11,L5265
EXT-L5266,Normal,8,L5266
EXT-L5267,Normal,11,L5267
EXT-L5268,Normal,8,L5268
EXT-L5269,Weather,10,L5269
EXT-L5270,Weather,13,L5270
EXT-L5271,Weather,9,L5271
EXT-L5272,Weather,10,L5272
EXT-L5273,Weather,12,L5273
EXT-L5274,Weather,11,L5274
EXT-L5275,Normal,9,L5275
EXT-L5276,Weather,11,L5276
EXT-L5277,Normal,8,L5277
EXT-L5278,Normal,18,L5278
EXT-L5279,Normal,9,L5279
EXT-L5280,Weather,14,L5280
EXT-L5281,Normal,6,L5281
EXT-L5282,Normal,2,L5282
EXT-L5283,Normal,6,L5283
EXT-L5284,Normal,11,L5284
EXT-L5285,Normal,6,L5285
EXT-L5286,Normal,12,L5286
EXT-L5287,Normal,12,L5287
EXT-L5288,Normal,8,L5288
EXT-L5289,Weather,13,L5289
EXT-L5290,Normal,10,L5290
EXT-L5291,Weather,11,L5291
EXT-L5292,Normal,4,L5292
EXT-L5293,Normal,11,L5293
EXT-L5294,Weather,10,L5294
EXT-L5295,Normal,9,L5295
EXT-L5296,Weather,6,L5296
EXT-L5297,Normal,1,L5297
EXT-L5298,Weather,8,L5298
EXT-L5299,Normal,15,L5299
EXT-L5300,Normal,8,L5300
EXT-L5301,Normal,4,L5301
EXT-L5302,Weather,9,L5302
EXT-L5303,Weather,15,L5303
EXT-L5304,Weather,9,L5304
EXT-L5305,Weather,12,L5305
EXT-L5306,Normal,22,L5306
EXT-L5307,Weather,15,L5307
EXT-L5308,Normal,7,L5308
EXT-L5309,Normal,12,L5309
EXT-L5310,Weather,6,L5310
EXT-L5311,Normal,10,L5311
EXT-L5312,Normal,6,L5312
EXT-L5313,Normal,12,L5313
EXT-L5314,Weather,14,L5314
EXT-L5315,Weather,17,L5315
EXT-L5316,Weather,15,L5316
EXT-L5317,Weather,7,L5317
EXT-L5318,Normal,9,L5318
EXT-L5319,Normal,6,L5319
EXT-L5320,Normal,4,L5320
EXT-L5321,Normal,19,L5321
EXT-L5322,Weather,9,L5322
EXT-L5323,Normal,18,L5323
EXT-L5324,Weather,10,L5324
EXT-L5325,Weather,11,L5325
EXT-L5326,Weather,9,L5326
EXT-L5327,Weather,15,L5327
EXT-L5328,Weather,15,L5328
EXT-L5329,Normal,3,L5329
EXT-L5330,Normal,7,L5330
EXT-L5331,Normal,12,L5331
EXT-L5332,Normal,12,L5332
EXT-L5333,Normal,15,L5333
EXT-L5334,Normal,21,L5334
EXT-L5335,Normal,7,L5335
EXT-L5336,Weather,9,L5336
EXT-L5337,Normal,19,L5337
EXT-L5338,Normal,21,L5338
EXT-L5339,Normal,21,L5339
EXT-L5340,Normal,7,L5340
EXT-L5341,Weather,8,L5341
EXT-L5342,Weather,9,L5342
EXT-L5343,Normal,32,L5343
EXT-L5344,Normal,8,L5344
EXT-L5345,Normal,8,L5345
EXT-L5346,Normal,8,L5346
EXT-L5347,Weather,19,L5347
EXT-L5348,Normal,11,L5348
EXT-L5349,Normal,11,L5349
EXT-L5350,Normal,9,L5350
EXT-L5351,Weather,11,L5351
EXT-L5352,Weather,11,L5352
EXT-L5353,Weather,10,L5353
EXT-L5354,Weather,14,L5354
EXT-L5355,Weather,8,L5355
EXT-L5356,Normal,11,L5356
EXT-L5357,Weather,17,L5357
EXT-L5358,Weather,10,L5358
EXT-L5359,Normal,5,L5359
EXT-L5360,Normal,8,L5360
EXT-L5361,Normal,11,L5361
EXT-L5362,Weather,8,L5362
EXT-L5363,Weather,14,L5363
EXT-L5364,Weather,20,L5364
EXT-L5365,Weather,9,L5365
EXT-L5366,Weather,9,L5366
EXT-L5367,Normal,10,L5367
EXT-L5368,Normal,13,L5368
EXT-L5369,Weather,13,L5369
EXT-L5370,Normal,7,L5370
EXT-L5371,Weather,10,L5371
EXT-L5372,Normal,8,L5372
EXT-L5373,Normal,13,L5373
EXT-L5374,Normal,7,L5374
EXT-L5375,Weather,14,L5375
EXT-L5376,Normal,15,L5376
EXT-L5377,Normal,10,L5377
EXT-L5378,Normal,12,L5378
EXT-L5379,Weather,7,L5379
EXT-L5380,Weather,7,L5380
EXT-L5381,Weather,11,L5381
EXT-L5382,Weather,9,L5382
EXT-L5383,Weather,12,L5383
EXT-L5384,Weather,14,L5384
EXT-L5385,Weather,13,L5385
EXT-L5386,Weather,12,L5386
EXT-L5387,Weather,13,L5387
EXT-L5388,Weather,11,L5388
EXT-L5389,Normal,10,L5389
EXT-L5390,Normal,12,L5390
EXT-L5391,Normal,6,L5391
EXT-L5392,Normal,8,L5392
EXT-L5393,Weather,17,L5393
EXT-L5394,Normal,12,L5394
EXT-L5395,Weather,6,L5395
EXT-L5396,Normal,7,L5396
EXT-L5397,Normal,8,L5397
EXT-L5398,Weather,10,L5398
EXT-L5399,Normal,9,L5399
EXT-L5400,Weather,11,L5400
EXT-L5401,Weather,7,L5401
EXT-L5402,Weather,10,L5402
EXT-L5403,Normal,20,L5403
EXT-L5404,Weather,8,L5404
EXT-L5405,Normal,22,L5405
EXT-L5406,Normal,9,L5406
EXT-L5407,Normal,9,L5407
EXT-L5408,Normal,6,L5408
EXT-L5409,Weather,9,L5409
EXT-L5410,Weather,15,L5410
EXT-L5411,Weather,11,L5411
EXT-L5412,Weather,12,L5412
EXT-L5413,Normal,9,L5413
EXT-L5414,Weather,6,L5414
EXT-L5415,Normal,7,L5415
EXT-L5416,Weather,8,L5416
EXT-L5417,Normal,9,L5417
EXT-L5418,Weather,10,L5418
EXT-L5419,Weather,11,L5419
EXT-L5420,Weather,13,L5420
EXT-L5421,Weather,13,L5421
EXT-L5422,Weather,9,L5422
EXT-L5423,Weather,11,L5423
EXT-L5424,Weather,16,L5424
EXT-L5425,Weather,8,L5425
EXT-L5426,Weather,12,L5426
EXT-L5427,Weather,11,L5427
EXT-L5428,Normal,12,L5428
EXT-L5429,Normal,9,L5429
EXT-L5430,Weather,9,L5430
EXT-L5431,Weather,18,L5431
EXT-L5432,Normal,8,L5432
EXT-L5433,Weather,11,L5433
EXT-L5434,Weather,12,L5434
EXT-L5435,Normal,6,L5435
EXT-L5436,Normal,10,L5436
EXT-L5437,Normal,11,L5437
EXT-L5438,Normal,9,L5438
EXT-L5439,Weather,15,L5439
EXT-L5440,Weather,11,L5440
EXT-L5441,Weather,14,L5441
EXT-L5442,Weather,13,L5442
EXT-L5443,Normal,4,L5443
EXT-L5444,Normal,1,L5444
EXT-L5445,Normal,4,L5445
EXT-L5446,Normal,8,L5446
EXT-L5447,Weather,12,L5447
EXT-L5448,Weather,13,L5448
EXT-L5449,Weather,13,L5449
EXT-L5450,Normal,18,L5450
EXT-L5451,Weather,10,L5451
EXT-L5452,Weather,12,L5452
EXT-L5453,Normal,13,L5453
EXT-L5454,Weather,11,L5454
EXT-L5455,Weather,10,L5455
EXT-L5456,Weather,14,L5456
EXT-L5457,Normal,13,L5457
EXT-L5458,Weather,11,L5458
EXT-L5459,Weather,15,L5459
EXT-L5460,Weather,18,L5460
EXT-L5461,Weather,9,L5461
EXT-L5462,Weather,10,L5462
EXT-L5463,Weather,6,L5463
EXT-L5464,Weather,18,L5464
EXT-L5465,Weather,9,L5465
EXT-L5466,Normal,8,L5466
EXT-L5467,Normal,14,L5467
EXT-L5468,Normal,11,L5468
EXT-L5469,Normal,12,L5469
EXT-L5470,Normal,9,L5470
EXT-L5471,Weather,13,L5471
EXT-L5472,Normal,5,L5472
EXT-L5473,Weather,12,L5473
EXT-L5474,Weather,7,L5474
EXT-L5475,Normal,5,L5475
EXT-L5476,Weather,11,L5476
EXT-L5477,Normal,10,L5477
EXT-L5478,Weather,12,L5478
EXT-L5479,Weather,11,L5479
EXT-L5480,Normal,14,L5480
EXT-L5481,Weather,9,L5481
EXT-L5482,Normal,10,L5482
EXT-L5483,Weather,11,L5483
EXT-L5484,Weather,11,L5484
EXT-L5485,Weather,16,L5485
EXT-L5486,Normal,10,L5486
EXT-L5487,Weather,8,L5487
EXT-L5488,Weather,10,L5488
EXT-L5489,Normal,7,L5489
EXT-L5490,Weather,15,L5490
EXT-L5491,Weather,12,L5491
EXT-L5492,Weather,9,L5492
EXT-L5493,Weather,8,L5493
EXT-L5494,Weather,6,L5494
EXT-L5495,Weather,9,L5495
EXT-L5496,Weather,8,L5496
EXT-L5497,Normal,8,L5497
EXT-L5498,Normal,13,L5498
EXT-L5499,Normal,13,L5499
EXT-L5500,Normal,13,L5500
EXT-L5501,Normal,10,L5501
EXT-L5502,Normal,2,L5502
EXT-L5503,Weather,6,L5503
EXT-L5504,Normal,8,L5504
EXT-L5505,Normal,11,L5505
EXT-L5506,Normal,13,L5506
EXT-L5507,Normal,9,L5507
EXT-L5508,Normal,10,L5508
EXT-L5509,Normal,11,L5509
EXT-L5510,Weather,9,L5510
EXT-L5511,Normal,10,L5511
EXT-L5512,Normal,11,L5512
EXT-L5513,Weather,19,L5513
EXT-L5514,Normal,6,L5514
EXT-L5515,Weather,14,L5515
EXT-L5516,Weather,9,L5516
EXT-L5517,Weather,16,L5517
EXT-L5518,Normal,19,L5518
EXT-L5519,Normal,11,L5519
EXT-L5520,Normal,11,L5520
EXT-L5521,Normal,13,L5521
EXT-L5522,Weather,7,L5522
EXT-L5523,Weather,7,L5523
EXT-L5524,Weather,12,L5524
EXT-L5525,Normal,7,L5525
EXT-L5526,Normal,11,L5526
EXT-L5527,Normal,12,L5527
EXT-L5528,Normal,6,L5528
EXT-L5529,Normal,18,L5529
EXT-L5530,Weather,10,L5530
EXT-L5531,Weather,23,L5531
EXT-L5532,Normal,12,L5532
EXT-L5533,Normal,11,L5533
EXT-L5534,Normal,9,L5534
EXT-L5535,Weather,2,L5535
EXT-L5536,Normal,4,L5536
EXT-L5537,Weather,14,L5537
EXT-L5538,Normal,14,L5538
EXT-L5539,Weather,11,L5539
EXT-L5540,Weather,5,L5540
EXT-L5541,Weather,15,L5541
EXT-L5542,Weather,8,L5542
EXT-L5543,Weather,14,L5543
EXT-L5544,Normal,10,L5544
EXT-L5545,Normal,9,L5545
EXT-L5546,Normal,15,L5546
EXT-L5547,Weather,14,L5547
EXT-L5548,Normal,16,L5548
EXT-L5549,Normal,22,L5549
EXT-L5550,Normal,15,L5550
EXT-L5551,Normal,7,L5551
EXT-L5552,Normal,13,L5552
EXT-L5553,Weather,10,L5553
EXT-L5554,Normal,15,L5554
EXT-L5555,Weather,12,L5555
EXT-L5556,Weather,12,L5556
EXT-L5557,Weather,15,L5557
EXT-L5558,Weather,17,L5558
EXT-L5559,Normal,16,L5559
EXT-L5560,Normal,15,L5560
EXT-L5561,Weather,11,L5561
EXT-L5562,Normal,15,L5562
EXT-L5563,Weather,16,L5563
EXT-L5564,Weather,8,L5564
EXT-L5565,Weather,12,L5565
EXT-L5566,Weather,13,L5566
EXT-L5567,Weather,12,L5567
EXT-L5568,Weather,13,L5568
EXT-L5569,Weather,10,L5569
EXT-L5570,Weather,9,L5570
EXT-L5571,Weather,8,L5571
EXT-L5572,Weather,11,L5572
EXT-L5573,Weather,10,L5573
EXT-L5574,Weather,10,L5574
EXT-L5575,Weather,12,L5575
EXT-L5576,Normal,13,L5576
EXT-L5577,Weather,13,L5577
EXT-L5578,Normal,11,L5578
EXT-L5579,Weather,11,L5579
EXT-L5580,Normal,12,L5580
EXT-L5581,Weather,12,L5581
EXT-L5582,Normal,11,L5582
EXT-L5583,Normal,7,L5583
EXT-L5584,Normal,7,L5584
EXT-L5585,Normal,17,L5585
EXT-L5586,Normal,12,L5586
EXT-L5587,Weather,12,L5587
EXT-L5588,Normal,14,L5588
EXT-L5589,Weather,7,L5589
EXT-L5590,Weather,14,L5590
EXT-L5591,Normal,15,L5591
EXT-L5592,Normal,8,L5592
EXT-L5593,Weather,11,L5593
EXT-L5594,Weather,11,L5594
EXT-L5595,Weather,5,L5595
EXT-L5596,Normal,10,L5596
EXT-L5597,Weather,7,L5597
EXT-L5598,Normal,8,L5598
EXT-L5599,Normal,6,L5599
EXT-L5600,Normal,14,L5600
EXT-L5601,Normal,7,L5601
EXT-L5602,Normal,8,L5602
EXT-L5603,Normal,16,L5603
EXT-L5604,Weather,8,L5604
EXT-L5605,Weather,13,L5605
EXT-L5606,Weather,11,L5606
EXT-L5607,Weather,13,L5607
EXT-L5608,Normal,9,L5608
EXT-L5609,Normal,15,L5609
EXT-L5610,Weather,14,L5610
EXT-L5611,Normal,8,L5611
EXT-L5612,Normal,9,L5612
EXT-L5613,Normal,10,L5613
EXT-L5614,Normal,10,L5614
EXT-L5615,Weather,7,L5615
EXT-L5616,Normal,9,L5616
EXT-L5617,Weather,9,L5617
EXT-L5618,Normal,5,L5618
EXT-L5619,Weather,10,L5619
EXT-L5620,Normal,2,L5620
EXT-L5621,Normal,11,L5621
EXT-L5622,Weather,9,L5622
EXT-L5623,Normal,12,L5623
EXT-L5624,Weather,13,L5624
EXT-L5625,Weather,12,L5625
EXT-L5626,Normal,6,L5626
EXT-L5627,Normal,8,L5627
EXT-L5628,Normal,12,L5628
EXT-L5629,Weather,10,L5629
EXT-L5630,Weather,9,L5630
EXT-L5631,Normal,7,L5631
EXT-L5632,Weather,19,L5632
EXT-L5633,Normal,10,L5633
EXT-L5634,Normal,3,L5634
EXT-L5635,Weather,12,L5635
EXT-L5636,Normal,19,L5636
EXT-L5637,Weather,9,L5637
EXT-L5638,Weather,9,L5638
EXT-L5639,Normal,9,L5639
EXT-L5640,Normal,11,L5640
EXT-L5641,Normal,8,L5641
EXT-L5642,Weather,12,L5642
EXT-L5643,Weather,9,L5643
EXT-L5644,Weather,10,L5644
EXT-L5645,Normal,2,L5645
EXT-L5646,Normal,9,L5646
EXT-L5647,Normal,7,L5647
EXT-L5648,Weather,18,L5648
EXT-L5649,Normal,2,L5649
EXT-L5650,Normal,13,L5650
EXT-L5651,Normal,9,L5651
EXT-L5652,Normal,11,L5652
EXT-L5653,Weather,16,L5653
EXT-L5654,Normal,9,L5654
EXT-L5655,Normal,11,L5655
EXT-L5656,Normal,4,L5656
EXT-L5657,Normal,3,L5657
EXT-L5658,Normal,9,L5658
EXT-L5659,Normal,20,L5659
EXT-L5660,Weather,2,L5660
EXT-L5661,Normal,7,L5661
EXT-L5662,Normal,11,L5662
EXT-L5663,Normal,8,L5663
EXT-L5664,Normal,16,L5664
EXT-L5665,Normal,10,L5665
EXT-L5666,Normal,16,L5666
EXT-L5667,Weather,6,L5667
EXT-L5668,Normal,8,L5668
EXT-L5669,Normal,24,L5669
EXT-L5670,Normal,1,L5670
EXT-L5671,Weather,8,L5671
EXT-L5672,Normal,16,L5672
EXT-L5673,Normal,13,L5673
EXT-L5674,Weather,10,L5674
EXT-L5675,Weather,12,L5675
EXT-L5676,Weather,9,L5676
EXT-L5677,Weather,11,L5677
EXT-L5678,Normal,11,L5678
EXT-L5679,Normal,6,L5679
EXT-L5680,Normal,11,L5680
EXT-L5681,Weather,7,L5681
EXT-L5682,Weather,10,L5682
EXT-L5683,Weather,15,L5683
EXT-L5684,Normal,7,L5684
EXT-L5685,Normal,13,L5685
EXT-L5686,Weather,14,L5686
EXT-L5687,Normal,6,L5687
EXT-L5688,Weather,11,L5688
EXT-L5689,Weather,13,L5689
EXT-L5690,Normal,11,L5690
EXT-L5691,Normal,13,L5691
EXT-L5692,Weather,12,L5692
EXT-L5693,Normal,8,L5693
EXT-L5694,Weather,10,L5694
EXT-L5695,Weather,9,L5695
EXT-L5696,Weather,11,L5696
EXT-L5697,Weather,11,L5697
EXT-L5698,Weather,7,L5698
EXT-L5699,Weather,15,L5699
EXT-L5700,Normal,8,L5700
EXT-L5701,Normal,11,L5701
EXT-L5702,Normal,15,L5702
EXT-L5703,Normal,17,L5703
EXT-L5704,Normal,4,L5704
EXT-L5705,Normal,11,L5705
EXT-L5706,Normal,7,L5706
EXT-L5707,Weather,11,L5707
EXT-L5708,Weather,2,L5708
EXT-L5709,Normal,2,L5709
EXT-L5710,Normal,2,L5710
EXT-L5711,Normal,2,L5711
EXT-L5712,Normal,23,L5712
EXT-L5713,Normal,2,L5713
EXT-L5714,Normal,7,L5714
EXT-L5715,Normal,12,L5715
EXT-L5716,Weather,14,L5716
EXT-L5717,Normal,15,L5717
EXT-L5718,Normal,11,L5718
EXT-L5719,Normal,3,L5719
EXT-L5720,Weather,10,L5720
EXT-L5721,Weather,10,L5721
EXT-L5722,Normal,11,L5722
EXT-L5723,Weather,12,L5723
EXT-L5724,Weather,14,L5724
EXT-L5725,Weather,11,L5725
EXT-L5726,Weather,10,L5726
EXT-L5727,Weather,12,L5727
EXT-L5728,Normal,13,L5728
EXT-L5729,Weather,12,L5729
EXT-L5730,Normal,13,L5730
EXT-L5731,Normal,10,L5731
EXT-L5732,Normal,12,L5732
EXT-L5733,Weather,17,L5733
EXT-L5734,Normal,11,L5734
EXT-L5735,Normal,2,L5735
EXT-L5736,Normal,13,L5736
EXT-L5737,Normal,8,L5737
EXT-L5738,Normal,4,L5738
EXT-L5739,Weather,8,L5739
EXT-L5740,Normal,7,L5740
EXT-L5741,Normal,9,L5741
EXT-L5742,Normal,15,L5742
EXT-L5743,Weather,15,L5743
EXT-L5744,Weather,11,L5744
EXT-L5745,Weather,12,L5745
EXT-L5746,Weather,11,L5746
EXT-L5747,Normal,11,L5747
EXT-L5748,Normal,7,L5748
EXT-L5749,Weather,15,L5749
EXT-L5750,Normal,17,L5750
EXT-L5751,Weather,13,L5751
EXT-L5752,Normal,12,L5752
EXT-L5753,Weather,20,L5753
EXT-L5754,Normal,8,L5754
EXT-L5755,Weather,14,L5755
EXT-L5756,Weather,10,L5756
EXT-L5757,Normal,15,L5757
EXT-L5758,Normal,8,L5758
EXT-L5759,Weather,8,L5759
EXT-L5760,Normal,6,L5760
EXT-L5761,Weather,11,L5761
EXT-L5762,Normal,10,L5762
EXT-L5763,Weather,6,L5763
EXT-L5764,Normal,10,L5764
EXT-L5765,Normal,13,L5765
EXT-L5766,Normal,9,L5766
EXT-L5767,Weather,15,L5767
EXT-L5768,Weather,9,L5768
EXT-L5769,Weather,12,L5769
EXT-L5770,Normal,8,L5770
EXT-L5771,Weather,9,L5771
EXT-L5772,Normal,15,L5772
EXT-L5773,Normal,12,L5773
EXT-L5774,Weather,17,L5774
EXT-L5775,Weather,7,L5775
EXT-L5776,Normal,9,L5776
EXT-L5777,Normal,7,L5777
EXT-L5778,Normal,13,L5778
EXT-L5779,Weather,14,L5779
EXT-L5780,Weather,9,L5780
EXT-L5781,Normal,11,L5781
EXT-L5782,Weather,14,L5782
EXT-L5783,Normal,12,L5783
EXT-L5784,Weather,16,L5784
EXT-L5785,Normal,14,L5785
EXT-L5786,Weather,10,L5786
EXT-L5787,Weather,12,L5787
EXT-L5788,Weather,13,L5788
EXT-L5789,Weather,9,L5789
EXT-L5790,Weather,5,L5790
EXT-L5791,Weather,4,L5791
EXT-L5792,Normal,1,L5792
EXT-L5793,Weather,21,L5793
EXT-L5794,Weather,6,L5794
EXT-L5795,Weather,7,L5795
EXT-L5796,Normal,13,L5796
EXT-L5797,Weather,14,L5797
EXT-L5798,Weather,11,L5798
EXT-L5799,Weather,7,L5799
EXT-L5800,Weather,15,L5800
EXT-L5801,Normal,8,L5801
EXT-L5802,Weather,6,L5802
EXT-L5803,Weather,8,L5803
EXT-L5804,Normal,13,L5804
EXT-L5805,Normal,10,L5805
EXT-L5806,Weather,16,L5806
EXT-L5807,Weather,10,L5807
EXT-L5808,Normal,12,L5808
EXT-L5809,Normal,26,L5809
EXT-L5810,Normal,9,L5810
EXT-L5811,Normal,9,L5811
EXT-L5812,Weather,2,L5812
EXT-L5813,Normal,11,L5813
EXT-L5814,Normal,2,L5814
EXT-L5815,Normal,13,L5815
EXT-L5816,Weather,10,L5816
EXT-L5817,Weather,11,L5817
EXT-L5818,Weather,22,L5818
EXT-L5819,Normal,9,L5819
EXT-L5820,Normal,8,L5820
EXT-L5821,Weather,9,L5821
EXT-L5822,Normal,10,L5822
EXT-L5823,Weather,10,L5823
EXT-L5824,Weather,11,L5824
EXT-L5825,Weather,12,L5825
EXT-L5826,Weather,11,L5826
EXT-L5827,Weather,9,L5827
EXT-L5828,Weather,16,L5828
EXT-L5829,Normal,13,L5829
EXT-L5830,Weather,1,L5830
EXT-L5831,Normal,7,L5831
EXT-L5832,Normal,8,L5832
EXT-L5833,Weather,10,L5833
EXT-L5834,Weather,13,L5834
EXT-L5835,Weather,11,L5835
EXT-L5836,Weather,9,L5836
EXT-L5837,Weather,10,L5837
EXT-L5838,Weather,13,L5838
EXT-L5839,Weather,12,L5839
EXT-L5840,Weather,9,L5840
EXT-L5841,Weather,13,L5841
EXT-L5842,Normal,2,L5842
EXT-L5843,Normal,10,L5843
EXT-L5844,Normal,8,L5844
EXT-L5845,Weather,13,L5845
EXT-L5846,Normal,12,L5846
EXT-L5847,Normal,9,L5847
EXT-L5848,Weather,10,L5848
EXT-L5849,Normal,12,L5849
EXT-L5850,Normal,2,L5850
EXT-L5851,Normal,8,L5851
EXT-L5852,Weather,8,L5852
EXT-L5853,Normal,8,L5853
EXT-L5854,Weather,9,L5854
EXT-L5855,Normal,13,L5855
EXT-L5856,Weather,12,L5856
EXT-L5857,Weather,14,L5857
EXT-L5858,Weather,9,L5858
EXT-L5859,Weather,11,L5859
EXT-L5860,Weather,11,L5860
EXT-L5861,Weather,12,L5861
EXT-L5862,Normal,11,L5862
EXT-L5863,Normal,14,L5863
EXT-L5864,Weather,6,L5864
EXT-L5865,Normal,2,L5865
EXT-L5866,Normal,8,L5866
EXT-L5867,Normal,10,L5867
EXT-L5868,Normal,8,L5868
EXT-L5869,Weather,12,L5869
EXT-L5870,Normal,5,L5870
EXT-L5871,Normal,10,L5871
EXT-L5872,Normal,13,L5872
EXT-L5873,Weather,12,L5873
EXT-L5874,Normal,13,L5874
EXT-L5875,Normal,13,L5875
EXT-L5876,Normal,8,L5876
EXT-L5877,Normal,27,L5877
EXT-L5878,Normal,10,L5878
EXT-L5879,Normal,10,L5879
EXT-L5880,Normal,9,L5880
EXT-L5881,Normal,11,L5881
EXT-L5882,Weather,7,L5882
EXT-L5883,Weather,6,L5883
EXT-L5884,Weather,16,L5884
EXT-L5885,Normal,19,L5885
EXT-L5886,Normal,6,L5886
EXT-L5887,Weather,9,L5887
EXT-L5888,Normal,8,L5888
EXT-L5889,Normal,8,L5889
EXT-L5890,Normal,12,L5890
